,perplexity,n_iter,n_samples,n_features,avg_common_neighbors10,avg_common_neighbors40,std_ratios
425,10,500,500,30,35.419999999999995,20.775000000000002,0.08822700400772608
426,10,1000,500,30,35.72,22.13,0.09061586458353729
427,30,300,500,30,34.08,24.755,0.08431169616539626
428,30,500,500,30,36.24,23.875,0.08454358082308355
429,30,1000,500,30,36.0,24.765,0.09063054012820253
430,50,300,500,30,30.4,25.705,0.08185862413625493
431,50,500,500,30,36.480000000000004,26.884999999999998,0.08613522061749002
432,50,1000,500,30,36.4,25.955000000000002,0.08497747373989675
433,10,300,500,40,31.86,20.22,0.07381521986453765
434,10,500,500,40,34.46,20.49,0.07830838834929164
435,10,1000,500,40,34.18,21.325,0.07877627426077748
436,30,300,500,40,30.880000000000003,23.24,0.07416775217306482
437,30,500,500,40,34.98,23.220000000000002,0.07377624834182547
438,30,1000,500,40,34.0,23.745,0.07435349389966622
439,50,300,500,40,26.38,23.59,0.06956108327742141
440,50,500,500,40,33.239999999999995,25.670000000000005,0.07331572997169246
441,50,1000,500,40,32.72,25.555,0.07125844116766851
442,10,300,500,50,31.419999999999998,19.259999999999998,0.06454462746198361
443,10,500,500,50,32.24,20.21,0.06606377135862544
444,10,1000,500,50,32.480000000000004,20.085000000000004,0.07009573937714629
445,30,300,500,50,32.22,23.37,0.06546024901926754
446,30,500,500,50,33.64,21.855000000000004,0.06618030319066494
